Order_Date;Ship_Date;Ship_Mode;Customer_ID;Segment;City;State;Postal_Code;Region;Product_ID;Category;Sub_Category;Product_Name;Sales;shipping_costs;number_of_products_in_warehouse;production_costs_per_unit
13.10.2017;19.10.2017;Standard Class;LC-16885;Consumer;Roseville;California;95661.0;West;OFF-AR-10001149;Office Supplies;Art;Sanford Colorific Colored Pencils, 12/Box;Nov 52;5;1;11
13.10.2017;19.10.2017;Standard Class;LC-16885;Consumer;Roseville;California;95661.0;West;OFF-FA-10002988;Office Supplies;Fasteners;Ideal Clamps;04. Feb;14;26;1
13.10.2017;19.10.2017;Standard Class;LC-16885;Consumer;Roseville;California;95661.0;West;OFF-BI-10004781;Office Supplies;Binders;GBC Wire Binding Strips;76.176;455;3;3
13.10.2017;19.10.2017;Standard Class;LC-16885;Consumer;Roseville;California;95661.0;West;OFF-SU-10001218;Office Supplies;Supplies;Fiskars Softgrip Scissors;65.88;7;2;8
13.10.2017;19.10.2017;Standard Class;LC-16885;Consumer;Roseville;California;95661.0;West;FUR-FU-10001706;Furniture;Furnishings;Longer-Life Soft White Bulbs;43.12;9;1;26
05.09.2017;07.09.2017;Second Class;JD-15895;Corporate;Philadelphia;Pennsylvania;19140.0;East;FUR-FU-10004848;Furniture;Furnishings;Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock;82.8;4;1;8
18.09.2018;23.09.2018;Standard Class;SH-19975;Corporate;San Francisco;California;94122.0;West;OFF-AR-10000940;Office Supplies;Art;Newell 343;Aug 82;17;1;5
18.09.2018;23.09.2018;Standard Class;SH-19975;Corporate;San Francisco;California;94122.0;West;OFF-EN-10004030;Office Supplies;Envelopes;Convenience Packs of Business Envelopes;Okt 86;4;0;1
18.09.2018;23.09.2018;Standard Class;SH-19975;Corporate;San Francisco;California;94122.0;West;OFF-PA-10004327;Office Supplies;Paper;Xerox 1911;143.7;8;155;11
22.12.2018;27.12.2018;Standard Class;SG-20080;Consumer;Independence;Missouri;64055.0;Central;OFF-AP-10001058;Office Supplies;Appliances;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;839.43;12;1;14
07.09.2016;12.09.2016;Standard Class;HA-14920;Consumer;Pasadena;California;91104.0;West;OFF-ST-10003656;Office Supplies;Storage;Safco Industrial Wire Shelving;671.93;10;1;123
22.10.2015;28.10.2015;Standard Class;MG-17680;Home Office;Newark;Ohio;43055.0;East;FUR-FU-10000521;Furniture;Furnishings;Seth Thomas 14 Putty-Colored Wall Clock;93.888;10;1;15
05.12.2017;09.12.2017;Standard Class;JE-16165;Corporate;Franklin;Wisconsin;53132.0;Central;TEC-PH-10000215;Technology;Phones;Plantronics Cordless Phone Headset with In-line Volume - M214C;384.45;10;0;23
05.12.2017;09.12.2017;Standard Class;JE-16165;Corporate;Franklin;Wisconsin;53132.0;Central;TEC-PH-10001448;Technology;Phones;Anker Astro 15000mAh USB Portable Charger;149.97;10;5;29
05.12.2017;09.12.2017;Standard Class;JE-16165;Corporate;Franklin;Wisconsin;53132.0;Central;FUR-CH-10000454;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;1951.84;6;11;28
05.12.2017;09.12.2017;Standard Class;JE-16165;Corporate;Franklin;Wisconsin;53132.0;Central;OFF-BI-10002735;Office Supplies;Binders;GBC Prestige Therm-A-Bind Covers;171.55;12;22;6
13.03.2017;16.03.2017;First Class;TW-21025;Home Office;Scottsdale;Arizona;85254.0;West;OFF-AP-10000326;Office Supplies;Appliances;Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection;157.92;3;17;11
13.03.2017;16.03.2017;First Class;TW-21025;Home Office;Scottsdale;Arizona;85254.0;West;TEC-PH-10001254;Technology;Phones;Jabra BIZ 2300 Duo QD Duo Corded Headset;203.184;18;4;137
31.05.2016;02.06.2016;First Class;SP-20650;Corporate;San Jose;California;95123.0;West;OFF-PA-10001950;Office Supplies;Paper;Southworth 25 perc Cotton Antique Laid Paper & Envelopes;58.38;4;3;1
31.05.2016;02.06.2016;First Class;SP-20650;Corporate;San Jose;California;95123.0;West;OFF-PA-10002254;Office Supplies;Paper;Xerox 1883;105.52;285;1;3
31.05.2016;02.06.2016;First Class;SP-20650;Corporate;San Jose;California;95123.0;West;OFF-ST-10001590;Office Supplies;Storage;Tenex Personal Project File with Scoop Front Design, Black;80.88;9;1;5
28.05.2016;03.06.2016;Standard Class;NK-18490;Home Office;Seattle;Washington;98105.0;West;OFF-AR-10001547;Office Supplies;Art;Newell 311;Jun 63;3;50;11
01.03.2015;06.03.2015;Second Class;DB-13060;Consumer;Seattle;Washington;98115.0;West;FUR-CH-10004063;Furniture;Chairs;Global Deluxe High-Back Managers Chair;457.568;6;24;110
20.11.2017;24.11.2017;Standard Class;NP-18670;Consumer;Edmond;Oklahoma;73034.0;Central;OFF-LA-10002475;Office Supplies;Labels;Avery 519;14.62;8;64;5
20.11.2017;24.11.2017;Standard Class;NP-18670;Consumer;Edmond;Oklahoma;73034.0;Central;TEC-PH-10004536;Technology;Phones;Avaya 5420 Digital phone;944.93;10;1;10
11.05.2017;12.05.2017;First Class;TT-21070;Consumer;Los Angeles;California;90045.0;West;OFF-PA-10002751;Office Supplies;Paper;Xerox 1920;Mai 98;6;1;3
28.12.2016;31.12.2016;Second Class;EM-13960;Consumer;Philadelphia;Pennsylvania;19134.0;East;TEC-AC-10003657;Technology;Accessories;Lenovo 17-Key USB Numeric Keypad;54.384;21;503;95
16.11.2017;20.11.2017;Standard Class;RD-19900;Consumer;Carlsbad;New Mexico;88220.0;West;OFF-EN-10001990;Office Supplies;Envelopes;Staple envelope;28. Apr;2;447;17
07.11.2017;11.11.2017;Standard Class;MJ-17740;Consumer;Seattle;Washington;98115.0;West;OFF-BI-10004002;Office Supplies;Binders;Wilson Jones International Size A4 Ring Binders;27.68;9;19;4
08.09.2015;12.09.2015;Standard Class;BM-11140;Consumer;San Antonio;Texas;78207.0;Central;OFF-AR-10004441;Office Supplies;Art;BIC Brite Liner Highlighters;9.936;8;1;1
08.09.2015;12.09.2015;Standard Class;BM-11140;Consumer;San Antonio;Texas;78207.0;Central;TEC-MA-10000822;Technology;Machines;Lexmark MX611dhe Monochrome Laser Printer;8.159.952;13;0;237
08.09.2015;12.09.2015;Standard Class;BM-11140;Consumer;San Antonio;Texas;78207.0;Central;OFF-ST-10000991;Office Supplies;Storage;Space Solutions HD Industrial Steel Shelving.;275.928;149;45;164
08.09.2015;12.09.2015;Standard Class;BM-11140;Consumer;San Antonio;Texas;78207.0;Central;FUR-CH-10004287;Furniture;Chairs;SAFCO Arco Folding Chair;1740.06;30;1;108
08.09.2015;12.09.2015;Standard Class;BM-11140;Consumer;San Antonio;Texas;78207.0;Central;OFF-AR-10002656;Office Supplies;Art;Sanford Liquid Accent Highlighters;32.064;3;55;18
08.09.2015;12.09.2015;Standard Class;BM-11140;Consumer;San Antonio;Texas;78207.0;Central;OFF-AP-10002518;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece Power Center;177.98;9;96;6
08.09.2015;12.09.2015;Standard Class;BM-11140;Consumer;San Antonio;Texas;78207.0;Central;TEC-PH-10003931;Technology;Phones;JBL Micro Wireless Portable Bluetooth Speaker;143.976;4;2;1
05.08.2015;09.08.2015;Standard Class;CS-12130;Consumer;Los Angeles;California;90004.0;West;OFF-PA-10000659;Office Supplies;Paper;Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11;20.94;10;184;40
05.08.2015;09.08.2015;Standard Class;CS-12130;Consumer;Los Angeles;California;90004.0;West;OFF-PA-10001144;Office Supplies;Paper;Xerox 1913;110.96;5;1;19
05.08.2015;09.08.2015;Standard Class;CS-12130;Consumer;Los Angeles;California;90004.0;West;FUR-CH-10003817;Furniture;Chairs;Global Value Steno Chair, Gray;340.144;9;5;24
14.09.2015;19.09.2015;Standard Class;JB-15400;Corporate;Chicago;Illinois;60623.0;Central;OFF-AP-10000891;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center;52.448;3;12;23
14.09.2015;19.09.2015;Standard Class;JB-15400;Corporate;Chicago;Illinois;60623.0;Central;OFF-LA-10003148;Office Supplies;Labels;Avery 51;20.16;8;1348;2
21.04.2018;25.04.2018;Second Class;SJ-20500;Consumer;Houston;Texas;77036.0;Central;OFF-AP-10002684;Office Supplies;Appliances;Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection;97.264;4;1;12
21.11.2016;23.11.2016;Second Class;JE-15745;Consumer;Newark;Ohio;43055.0;East;FUR-CH-10004698;Furniture;Chairs;Padded Folding Chairs, Black, 4/Carton;396.802;6;33;18
21.11.2016;23.11.2016;Second Class;JE-15745;Consumer;Newark;Ohio;43055.0;East;OFF-SU-10002189;Office Supplies;Supplies;Acme Rosewood Handle Letter Opener;15.88;2;3;11
15.12.2016;19.12.2016;Standard Class;JK-15640;Home Office;New York City;New York;10009.0;East;OFF-AR-10001940;Office Supplies;Art;Sanford Colorific Eraseable Coloring Pencils, 12 Count;Mrz 28;4;32;7
05.12.2015;09.12.2015;Second Class;DK-13150;Corporate;Decatur;Illinois;62521.0;Central;OFF-ST-10003455;Office Supplies;Storage;Tenex File Box, Personal Filing Tote with Lid, Black;24.816;15;1;13
05.12.2015;09.12.2015;Second Class;DK-13150;Corporate;Decatur;Illinois;62521.0;Central;TEC-AC-10004659;Technology;Accessories;Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive;;52;4;100
19.11.2015;24.11.2015;Second Class;RM-19675;Home Office;Monroe;Louisiana;71203.0;South;TEC-PH-10003273;Technology;Phones;AT&T TR1909W;503.96;26;1;152
19.11.2015;24.11.2015;Second Class;RM-19675;Home Office;Monroe;Louisiana;71203.0;South;TEC-PH-10004896;Technology;Phones;Nokia Lumia 521 (T-Mobile);149.95;7;1;160
19.11.2015;24.11.2015;Second Class;RM-19675;Home Office;Monroe;Louisiana;71203.0;South;TEC-AC-10002345;Technology;Accessories;HP Standard 104 key PS/2 Keyboard;29.0;9;121;2
28.11.2017;02.12.2017;Standard Class;SK-19990;Consumer;Fairfield;Connecticut;6824.0;East;OFF-BI-10001890;Office Supplies;Binders;Avery Poly Binder Pockets;Jul 16;3;1;2
26.08.2015;30.08.2015;Standard Class;FM-14290;Home Office;Los Angeles;California;90032.0;West;TEC-AC-10002323;Technology;Accessories;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;176.8;7;23;16
16.07.2017;22.07.2017;Standard Class;AM-10360;Corporate;Grand Prairie;Texas;75051.0;Central;OFF-ST-10001328;Office Supplies;Storage;Personal Filing Tote with Lid, Black/Gray;37.224;16;3;1
16.07.2017;22.07.2017;Standard Class;AM-10360;Corporate;Grand Prairie;Texas;75051.0;Central;OFF-PA-10001950;Office Supplies;Paper;Southworth 25% Cotton Antique Laid Paper & Envelopes;20.016;12;1;1
12.10.2016;14.10.2016;First Class;MP-17470;Home Office;New York City;New York;10035.0;East;FUR-BO-10002613;Furniture;Bookcases;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;899.136;17;1;25
12.10.2016;14.10.2016;First Class;MP-17470;Home Office;New York City;New York;10035.0;East;TEC-PH-10001552;Technology;Phones;I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;71.76;494;2;238
12.10.2016;14.10.2016;First Class;MP-17470;Home Office;New York City;New York;10035.0;East;OFF-PA-10000061;Office Supplies;Paper;Xerox 205;51.84;4;10;9
12.10.2016;14.10.2016;First Class;MP-17470;Home Office;New York City;New York;10035.0;East;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;626.352;14;2;324
12.10.2016;14.10.2016;First Class;MP-17470;Home Office;New York City;New York;10035.0;East;OFF-AR-10003514;Office Supplies;Art;4009 Highlighters by Sanford;19. Sep;7;55;5
31.10.2016;06.11.2016;Standard Class;MZ-17515;Corporate;Redlands;California;92374.0;West;OFF-EN-10001509;Office Supplies;Envelopes;Poly String Tie Envelopes;14.28;8;390;5
21.03.2015;25.03.2015;Standard Class;CB-12025;Consumer;Hamilton;Ohio;45011.0;East;OFF-AR-10004685;Office Supplies;Art;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;7.408;4;0;9
21.03.2015;25.03.2015;Standard Class;CB-12025;Consumer;Hamilton;Ohio;45011.0;East;OFF-AR-10004027;Office Supplies;Art;Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box;6.048;12;2;10
06.11.2018;13.11.2018;Standard Class;VM-21685;Home Office;Westfield;New Jersey;7090.0;East;OFF-ST-10001414;Office Supplies;Storage;Decoflex Hanging Personal Folder File;46.26;6;1;1
06.07.2018;13.07.2018;Standard Class;FH-14365;Corporate;Philadelphia;Pennsylvania;19120.0;East;OFF-BI-10000343;Office Supplies;Binders;Pressboard Covers with Storage Hooks, 9 1/2 x 11, Light Blue;2.946;6;2;7
06.07.2018;13.07.2018;Standard Class;FH-14365;Corporate;Philadelphia;Pennsylvania;19120.0;East;OFF-PA-10002749;Office Supplies;Paper;Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page;16.056;9;70;1
24.06.2018;29.06.2018;Standard Class;MB-17305;Consumer;Akron;Ohio;44312.0;East;OFF-PA-10002666;Office Supplies;Paper;Southworth 25% Cotton Linen-Finish Paper & Envelopes;21.744;6;1;4
03.08.2015;05.08.2015;First Class;BS-11755;Consumer;Denver;Colorado;80219.0;West;FUR-TA-10004289;Furniture;Tables;BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;218.75;17;1;10
03.08.2015;05.08.2015;First Class;BS-11755;Consumer;Denver;Colorado;80219.0;West;OFF-AP-10003622;Office Supplies;Appliances;Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack;02. Jun;9;2;11
17.12.2018;21.12.2018;Second Class;LC-17140;Consumer;Dallas;Texas;75220.0;Central;OFF-AP-10003217;Office Supplies;Appliances;Eureka Sanitaire  Commercial Upright;66.284;5;2;40
03.06.2018;07.06.2018;Standard Class;HK-14890;Corporate;Franklin;Tennessee;37064.0;South;FUR-FU-10002960;Furniture;Furnishings;Eldon 200 Class Desk Accessories, Burgundy;35.168;45;0;4
09.12.2018;14.12.2018;Standard Class;LE-16810;Consumer;Whittier;California;90604.0;West;TEC-PH-10001918;Technology;Phones;Nortel Business Series Terminal T7208 Digital phone;444.768;10;7;11
01.12.2018;07.12.2018;Standard Class;JH-15985;Consumer;Saginaw;Michigan;48601.0;Central;OFF-ST-10000642;Office Supplies;Storage;Tennsco Lockers, Gray;83.92;5;13;1
01.12.2018;07.12.2018;Standard Class;JH-15985;Consumer;Saginaw;Michigan;48601.0;Central;TEC-PH-10001700;Technology;Phones;Panasonic KX-TG6844B Expandable Digital Cordless Telephone;131.98;10;5;12
01.12.2018;07.12.2018;Standard Class;JH-15985;Consumer;Saginaw;Michigan;48601.0;Central;OFF-BI-10003274;Office Supplies;Binders;Avery Durable Slant Ring Binders, No Labels;15.92;12;1;11
01.12.2018;07.12.2018;Standard Class;JH-15985;Consumer;Saginaw;Michigan;48601.0;Central;OFF-FA-10000134;Office Supplies;Fasteners;Advantus Push Pins, Aluminum Head;52.29;14;9;6
01.12.2018;07.12.2018;Standard Class;JH-15985;Consumer;Saginaw;Michigan;48601.0;Central;OFF-ST-10001522;Office Supplies;Storage;Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h;91.99;26;9;25
09.02.2016;13.02.2016;Second Class;MS-17980;Corporate;Dallas;Texas;75220.0;Central;TEC-AC-10001266;Technology;Accessories;Memorex Micro Travel Drive 8 GB;20. Aug;12;1;10
02.01.2016;09.01.2016;Standard Class;VW-21775;Corporate;Medina;Ohio;44256.0;East;OFF-LA-10004544;Office Supplies;Labels;Avery 505;23.68;17;58;5
02.01.2016;09.01.2016;Standard Class;VW-21775;Corporate;Medina;Ohio;44256.0;East;FUR-BO-10004695;Furniture;Bookcases;OSullivan 2-Door Barrister Bookcase in Odessa Pine;452.45;50;1;146
02.01.2016;09.01.2016;Standard Class;VW-21775;Corporate;Medina;Ohio;44256.0;East;TEC-PH-10002844;Technology;Phones;Speck Products Candyshell Flip Case;62.982;12;2;40
02.01.2016;09.01.2016;Standard Class;VW-21775;Corporate;Medina;Ohio;44256.0;East;TEC-MA-10000864;Technology;Machines;Cisco 9971 IP Video Phone Charcoal;1188.0;7;515;374
02.01.2016;09.01.2016;Standard Class;VW-21775;Corporate;Medina;Ohio;44256.0;East;TEC-AC-10000109;Technology;Accessories;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;89.584;992;2;24
28.10.2017;01.11.2017;Standard Class;JH-15910;Consumer;Los Angeles;California;90032.0;West;OFF-ST-10001328;Office Supplies;Storage;Personal Filing Tote with Lid, Black/Gray;93.06;12;86;7
28.10.2017;01.11.2017;Standard Class;JH-15910;Consumer;Los Angeles;California;90032.0;West;TEC-PH-10002563;Technology;Phones;Adtran 1202752G1;302.376;10;1;10
24.12.2016;27.12.2016;First Class;JB-15925;Consumer;Dublin;Ohio;43017.0;East;OFF-FA-10000585;Office Supplies;Fasteners;OIC Bulk Pack Metal Binder Clips;5.584;7;1;6
24.12.2016;27.12.2016;First Class;JB-15925;Consumer;Dublin;Ohio;43017.0;East;OFF-PA-10004000;Office Supplies;Paper;While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle;22.704;11;1;1
24.12.2016;27.12.2016;First Class;JB-15925;Consumer;Dublin;Ohio;43017.0;East;OFF-BI-10002852;Office Supplies;Binders;Ibico Standard Transparent Covers;19.776;9;4;1
24.12.2016;27.12.2016;First Class;JB-15925;Consumer;Dublin;Ohio;43017.0;East;FUR-FU-10000087;Furniture;Furnishings;Executive Impressions 14 Two-Color Numerals Wall Clock;72.704;10;91;72
24.12.2016;27.12.2016;First Class;JB-15925;Consumer;Dublin;Ohio;43017.0;East;TEC-MA-10001148;Technology;Machines;Swingline SM12-08 MicroCut Jam Free Shredder;479.988;12;1;17
24.12.2016;27.12.2016;First Class;JB-15925;Consumer;Dublin;Ohio;43017.0;East;OFF-AR-10001958;Office Supplies;Art;Stanley Bostitch Contemporary Electric Pencil Sharpeners;27.168;11;3;6
09.08.2016;16.08.2016;Standard Class;DS-13180;Corporate;Detroit;Michigan;48227.0;Central;OFF-AR-10001026;Office Supplies;Art;Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow;02. Feb;12;3;115
09.08.2016;16.08.2016;Standard Class;DS-13180;Corporate;Detroit;Michigan;48227.0;Central;FUR-TA-10003748;Furniture;Tables;Bevis 36 x 72 Conference Tables;622.45;13;1;194
09.08.2016;16.08.2016;Standard Class;DS-13180;Corporate;Detroit;Michigan;48227.0;Central;OFF-ST-10002485;Office Supplies;Storage;Rogers Deluxe File Chest;21.98;7;4;7
28.02.2016;04.03.2016;Standard Class;VD-21670;Consumer;Columbia;Tennessee;38401.0;South;FUR-CH-10004860;Furniture;Chairs;Global Low Back Tilter Chair;161.568;14;11;157
28.02.2016;04.03.2016;Standard Class;VD-21670;Consumer;Columbia;Tennessee;38401.0;South;FUR-CH-10004477;Furniture;Chairs;Global Push Button Managers Chair, Indigo;389.696;8;0;125
13.09.2015;17.09.2015;Standard Class;EA-14035;Corporate;Charlotte;North Carolina;28205.0;South;OFF-BI-10001679;Office Supplies;Binders;GBC Instant Index System for Binding Systems;18.648;22;13;14
07.04.2018;12.04.2018;Standard Class;CS-12400;Home Office;Tampa;Florida;33614.0;South;FUR-TA-10001705;Furniture;Tables;Bush Advantage Collection Round Conference Table;233.86;27;18;25
07.04.2018;12.04.2018;Standard Class;CS-12400;Home Office;Tampa;Florida;33614.0;South;FUR-TA-10003473;Furniture;Tables;Bretford Rectangular Conference Table Tops;6.206.145;19;1;19
07.04.2018;12.04.2018;Standard Class;CS-12400;Home Office;Tampa;Florida;33614.0;South;OFF-BI-10001679;Office Supplies;Binders;GBC Instant Index System for Binding Systems;5.328;4;28;10
07.04.2018;12.04.2018;Standard Class;CS-12400;Home Office;Tampa;Florida;33614.0;South;FUR-FU-10004017;Furniture;Furnishings;Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39 x 49;258.072;11;20;742
07.04.2018;12.04.2018;Standard Class;CS-12400;Home Office;Tampa;Florida;33614.0;South;TEC-AC-10003832;Technology;Accessories;Logitech P710e Mobile Speakerphone;617.976;12;3;804
12.11.2018;16.11.2018;Standard Class;DB-13120;Corporate;Santa Clara;California;95051.0;West;OFF-PA-10002479;Office Supplies;Paper;Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright);Okt 56;14;0;9
04.06.2017;09.06.2017;Second Class;KL-16645;Consumer;Chicago;Illinois;60610.0;Central;OFF-PA-10003349;Office Supplies;Paper;Xerox 1957;25.92;1;1;14
04.06.2017;09.06.2017;Second Class;KL-16645;Consumer;Chicago;Illinois;60610.0;Central;FUR-FU-10000576;Furniture;Furnishings;Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base;419.68;10;15;221
04.06.2017;09.06.2017;Second Class;KL-16645;Consumer;Chicago;Illinois;60610.0;Central;FUR-FU-10004351;Furniture;Furnishings;Staple-based wall hangings;11.688;16;11;10
04.06.2017;09.06.2017;Second Class;KL-16645;Consumer;Chicago;Illinois;60610.0;Central;TEC-PH-10000011;Technology;Phones;PureGear Roll-On Screen Protector;31.984;7;27;1
04.06.2017;09.06.2017;Second Class;KL-16645;Consumer;Chicago;Illinois;60610.0;Central;FUR-TA-10002607;Furniture;Tables;KI Conference Tables;177.225;119;1;730
04.06.2017;09.06.2017;Second Class;KL-16645;Consumer;Chicago;Illinois;60610.0;Central;FUR-FU-10002505;Furniture;Furnishings;Eldon 100 Class Desk Accessories;4.044;7;0;3
04.06.2017;09.06.2017;Second Class;KL-16645;Consumer;Chicago;Illinois;60610.0;Central;OFF-AR-10004685;Office Supplies;Art;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;7.408;4;0;1
01.06.2015;06.06.2015;Second Class;DW-13480;Home Office;Lakeville;Minnesota;55044.0;Central;FUR-CH-10004063;Furniture;Chairs;Global Deluxe High-Back Managers Chair;2001.86;8;1;100
01.06.2015;06.06.2015;Second Class;DW-13480;Home Office;Lakeville;Minnesota;55044.0;Central;OFF-ST-10002276;Office Supplies;Storage;Safco Steel Mobile File Cart;166.72;58;25;12
01.06.2015;06.06.2015;Second Class;DW-13480;Home Office;Lakeville;Minnesota;55044.0;Central;OFF-PA-10004082;Office Supplies;Paper;Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book;47.88;4;0;4
